set,index,formula,n_atoms,mean,max,unseen_element_atoms
rot1 GFN2 MD/normal modes,165,C60H58F14N2O10,144,0.00426504874054543,0.024431669061551142,0
rot1 GFN2 MD/normal modes,166,C60H58F14N2O10,144,0.0043952137244730495,0.01889355668803261,0
rot1 GFN2 MD/normal modes,167,C60H58F14N2O10,144,0.0028375110278681124,0.016479674330116212,0
rot1 GFN2 MD/normal modes,168,C60H58F14N2O10,144,0.00482461242537583,0.060585049103297095,0
rot1 GFN2 MD/normal modes,169,C60H58F14N2O10,144,0.0026645827600195993,0.011902460694155126,0
rot1 GFN2 MD/normal modes,170,C60H58F14N2O10,144,0.0048217084361813455,0.060569307468052225,0
rot1 GFN2 MD/normal modes,171,C60H58F14N2O10,144,0.0027906685787622942,0.013518279117342491,0
rot1 GFN2 MD/normal modes,172,C60H58F14N2O10,144,0.003538114295019594,0.018511043501632463,0
rot1 GFN2 MD/normal modes,173,C60H58F14N2O10,144,0.004083757346018282,0.03528857753880155,0
rot1 GFN2 MD/normal modes,174,C60H58F14N2O10,144,0.0030656765148650744,0.014431722112520529,0
rot1 GFN2 MD/normal modes,175,C60H58F14N2O10,144,0.003132046079905198,0.02097116902331586,0
rot1 GFN2 MD/normal modes,176,C60H58F14N2O10,144,0.003042017594407543,0.018329359110555554,0
rot1 GFN2 MD/normal modes,177,C60H58F14N2O10,144,0.002947899508591547,0.012535608839691514,0
rot1 GFN2 MD/normal modes,178,C60H58F14N2O10,144,0.004231880224660589,0.05399743406652835,0
rot1 GFN2 MD/normal modes,179,C60H58F14N2O10,144,0.0026496699031974616,0.015813633682256967,0
rot1 GFN2 MD/normal modes,180,C60H58F14N2O10,144,0.0033513271762176428,0.01923249386906556,0
rot1 GFN2 MD/normal modes,181,C60H58F14N2O10,144,0.0028978000822757317,0.01690609147579747,0
rot1 GFN2 MD/normal modes,182,C60H58F14N2O10,144,0.0031677656633105466,0.012434013283475376,0
rot1 GFN2 MD/normal modes,183,C60H58F14N2O10,144,0.0036867942939434154,0.02360502588955482,0
rot1 GFN2 MD/normal modes,184,C60H58F14N2O10,144,0.004823492567150333,0.06058205857274057,0
rot1 GFN2 MD/normal modes,185,C60H58F14N2O10,144,0.0040576230659212535,0.02185604394646601,0
rot1 GFN2 MD/normal modes,186,C60H58F14N2O10,144,0.0030149110117022333,0.0231571946758502,0
rot1 GFN2 MD/normal modes,187,C60H58F14N2O10,144,0.004822098952500626,0.060576743598891425,0
rot1 GFN2 MD/normal modes,188,C60H58F14N2O10,144,0.003166917766760568,0.019878645861526545,0
rot1 GFN2 MD/normal modes,189,C60H58F14N2O10,144,0.0024208915466909756,0.02026024854520292,0
rot1 GFN2 MD/normal modes,190,C60H58F14N2O10,144,0.0026731004477407805,0.012951383984139087,0
rot1 GFN2 MD/normal modes,191,C60H58F14N2O10,144,0.0032359514235447123,0.023764793525508865,0
rot1 GFN2 MD/normal modes,192,C60H58F14N2O10,144,0.0031056669823248495,0.016986207317140734,0
rot1 GFN2 MD/normal modes,193,C60H58F14N2O10,144,0.002944319317260991,0.018077235327088825,0
rot1 GFN2 MD/normal modes,194,C60H58F14N2O10,144,0.002511802086906527,0.011734910187611858,0
rot1 GFN2 MD/normal modes,195,C60H58F14N2O10,144,0.0031566210060023528,0.015551977002471573,0
rot1 GFN2 MD/normal modes,196,C60H58F14N2O10,144,0.004009302605896211,0.021429996510119342,0
rot1 GFN2 MD/normal modes,197,C60H58F14N2O10,144,0.004821899951515018,0.06058477903262338,0
rot1 GFN2 MD/normal modes,198,C60H58F14N2O10,144,0.00481744015194985,0.06045516390928196,0
rot1 GFN2 MD/normal modes,199,C60H58F14N2O10,144,0.0053804971851722705,0.06449252291132279,0
rot1 GFN2 MD/normal modes,200,C60H58F14N2O10,144,0.002934441559930274,0.022310599653809216,0
rot1 GFN2 MD/normal modes,201,C60H58F14N2O10,144,0.004824246863058907,0.060515736398730535,0
rot1 GFN2 MD/normal modes,202,C60H58F14N2O10,144,0.003525493762523117,0.02097655471628901,0
rot1 GFN2 MD/normal modes,203,C60H58F14N2O10,144,0.004090442078616104,0.03087610120661366,0
rot1 GFN2 MD/normal modes,204,C60H58F14N2O10,144,0.0030002304339184294,0.01279936693013295,0
rot1 GFN2 MD/normal modes,205,C60H58F14N2O10,144,0.003009809590747656,0.014130049215918428,0
rot1 GFN2 MD/normal modes,206,C60H58F14N2O10,144,0.0027753983125929815,0.014348962738455318,0
rot1 GFN2 MD/normal modes,207,C60H58F14N2O10,144,0.00442000344780213,0.03646984693891764,0
rot1 GFN2 MD/normal modes,208,C60H58F14N2O10,144,0.0031863835691214007,0.0186371710635852,0
rot1 GFN2 MD/normal modes,209,C60H58F14N2O10,144,0.0029514632385810946,0.013662282096745582,0
rot1 GFN2 MD/normal modes,210,C60H58F14N2O10,144,0.004087559567490593,0.04128296368572182,0
rot1 GFN2 MD/normal modes,211,C60H58F14N2O10,144,0.003512504231794739,0.018040661063034258,0
rot1 GFN2 MD/normal modes,212,C60H58F14N2O10,144,0.004043880504983131,0.02008348652672609,0
rot1 GFN2 MD/normal modes,213,C60H58F14N2O10,144,0.002885559667899998,0.011267710225162153,0
rot1 GFN2 MD/normal modes,214,C60H58F14N2O10,144,0.004749328751902647,0.030688755566293024,0
rot1 GFN2 MD/normal modes,215,C60H58F14N2O10,144,0.002847909449248872,0.015256679247191207,0
rot1 GFN2 MD/normal modes,216,C60H58F14N2O10,144,0.004894852899315507,0.0814076138443488,0
rot1 GFN2 MD/normal modes,217,C60H58F14N2O10,144,0.002876485337476076,0.035217368444146135,0
rot1 GFN2 MD/normal modes,218,C60H58F14N2O10,144,0.0041636319889575,0.032293220069253614,0
rot1 GFN2 MD/normal modes,219,C60H58F14N2O10,144,0.004416000093024732,0.08439937705250178,0
rot1 GFN2 MD/normal modes,220,C60H58F14N2O10,144,0.002727274532666594,0.013914379779527808,0
bench whole: dimer,0,C52H54F6N2O14,128,0.008222405272397105,0.0426628331872142,0
bench whole: dimer,1,C52H54F6N2O14,128,0.008392707845528138,0.041522683085175704,0
bench whole: dimer,2,C52H54F6N2O14,128,0.0082670856957856,0.04242935098287837,0
bench whole: dimer,3,C52H54F6N2O14,128,0.008291237202257565,0.054843330062854134,0
bench whole: rod,0,C28H22F6N2O6,64,0.006973731571918957,0.041875180897232855,0
bench whole: rod,1,C28H22F6N2O6,64,0.006830921511431292,0.041652120338792065,0
bench whole: rod,2,C28H22F6N2O6,64,0.006956990803437693,0.042429350982878256,0
bench whole: rod,3,C28H22F6N2O6,64,0.0067617809469843575,0.04163596862887575,0
bench whole: wheel,0,C24H32O8,64,0.006692939631119716,0.03937273432987243,0
bench whole: wheel,1,C24H32O8,64,0.0068020432169044395,0.036963965784489794,0
bench whole: wheel,2,C24H32O8,64,0.006584272317533861,0.03857185588365708,0
bench whole: wheel,3,C24H32O8,64,0.0064108466022186235,0.03902674674217055,0
bench stacking: dimer,0,C16H17NO5,39,0.015483850861933294,0.046032747997744594,0
bench stacking: dimer,1,C16H15F2NO5,39,0.015615077964819282,0.046325893501409365,0
bench stacking: dimer,2,C16H13F4NO5,39,0.01642393869755214,0.04616081274409001,0
bench stacking: dimer,3,C17H17F6NO2,43,0.012224408247973911,0.049027647245074246,0
bench stacking: dimer,4,C17H17F6NO2,43,0.011807004664181508,0.04945738969623392,0
bench stacking: dimer,5,C14H11F5O3,33,0.019832484987188568,0.052155768971423155,0
bench stacking: dimer,6,C14H11F5O3,33,0.019705410018001395,0.04408383467468202,0
bench stacking: rod,0,C8H7NO3,19,0.01078269044659638,0.04348628277671451,0
bench stacking: rod,1,C8H5F2NO3,19,0.011074933808201062,0.04339652533319449,0
bench stacking: rod,2,C8H3F4NO3,19,0.012442800305422634,0.04367559155132672,0
bench stacking: rod,3,C9H7F6N,23,0.004537049709874298,0.03104336990315182,0
bench stacking: rod,4,C9H7F6N,23,0.004582028059691497,0.03357666109150936,0
bench stacking: rod,5,C6HF5O,13,0.01959918478954453,0.04668649213863363,0
bench stacking: rod,6,C6HF5O,13,0.019458622330451533,0.046845815053660034,0
